age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,previous,y
38,business,single,2,no,4803,no,no,cellular,16,jul,2,2,no
30,business,single,3,no,533,no,no,cellular,4,may,4,0,yes
36,others,married,2,no,8119,no,no,Unknown,21,may,1,0,no
52,others,married,3,no,668,yes,no,cellular,31,jul,4,0,no
26,business,married,2,no,1417,yes,no,Unknown,6,jun,3,0,no
36,others,married,2,no,733,yes,no,Unknown,20,may,1,0,no
32,others,single,3,no,100,no,no,cellular,28,jan,1,0,no
51,business,married,3,no,7631,no,no,cellular,20,aug,8,0,no
38,business,married,3,no,76,no,no,cellular,16,mar,1,0,yes
56,business,single,3,no,1092,yes,yes,cellular,17,nov,3,4,no
43,others,single,1,no,36,yes,no,Unknown,9,may,2,0,no
32,others,married,1,no,-109,yes,no,cellular,31,jul,5,0,no
46,business,divorced,3,no,233,yes,yes,cellular,14,may,4,0,no
53,business,married,3,no,369,yes,yes,Unknown,14,may,2,0,no
54,others,married,2,no,5521,yes,no,cellular,7,apr,2,0,no
31,business,married,3,no,1216,no,no,cellular,8,aug,4,0,no
30,others,married,2,no,-932,no,no,Unknown,27,may,3,0,no
43,business,single,2,no,1029,yes,no,Unknown,2,jun,1,0,no
34,business,single,3,no,1228,no,no,cellular,13,aug,2,10,no
34,others,divorced,2,no,259,no,no,cellular,11,aug,2,0,no
35,others,single,3,no,670,yes,no,Unknown,9,may,1,0,no
22,others,single,2,no,3982,no,no,cellular,20,apr,1,0,yes
30,others,married,2,no,4867,yes,yes,telephone,20,apr,6,3,no
45,others,married,1,no,1292,yes,no,Unknown,14,may,2,0,no
34,others,single,2,no,486,yes,no,cellular,16,apr,1,2,no
47,others,married,2,no,278,yes,no,cellular,7,may,1,1,no
54,business,married,3,no,1460,no,yes,cellular,3,feb,3,7,no
37,others,married,1,no,907,yes,no,Unknown,3,jun,1,0,no
37,others,married,2,no,132,no,no,Unknown,27,may,2,0,no
32,business,single,3,no,0,no,no,cellular,21,nov,6,0,no
35,business,single,3,no,657,yes,no,cellular,23,jul,2,0,no
31,others,married,2,no,518,yes,no,cellular,25,aug,2,0,no
59,others,married,2,no,1376,no,yes,Unknown,9,may,4,0,no
55,others,married,1,no,7303,yes,no,cellular,7,aug,3,0,no
37,business,single,2,no,16,no,no,Unknown,24,jun,1,0,no
30,others,married,2,no,322,yes,no,cellular,20,apr,2,1,no
50,business,married,2,no,284,yes,no,cellular,11,may,1,3,no
32,others,divorced,1,no,174,yes,no,telephone,18,jul,1,0,no
35,others,married,2,no,-185,yes,yes,Unknown,27,may,2,0,no
33,others,married,2,no,1240,yes,no,cellular,12,may,1,0,yes
39,others,married,2,no,1102,yes,no,cellular,15,may,1,3,no
31,others,single,3,no,1820,yes,no,Unknown,20,may,1,0,no
45,business,divorced,3,no,1506,no,no,cellular,28,jul,4,0,yes
57,business,married,3,no,779,yes,no,cellular,7,may,1,1,no
54,business,married,3,no,1129,no,yes,cellular,28,jan,1,8,no
37,others,married,3,no,732,no,no,cellular,25,may,1,0,no
37,business,single,3,no,4543,yes,no,cellular,8,may,1,5,no
30,others,single,2,no,6929,no,no,cellular,19,nov,1,0,no
57,others,single,1,no,739,yes,no,cellular,14,may,2,1,no
60,business,married,2,no,3547,no,no,telephone,15,jun,6,0,yes
44,business,married,3,no,17,yes,no,Unknown,6,may,2,0,no
29,business,married,2,no,291,yes,no,Unknown,2,jun,3,0,no
54,others,married,1,no,1925,no,no,Unknown,19,jun,3,0,no
34,others,single,2,no,19833,yes,no,cellular,30,jan,4,1,no
54,others,married,1,no,194,no,no,cellular,20,aug,2,0,no
32,others,married,1,no,4,yes,no,Unknown,26,may,5,0,no
30,others,married,2,no,675,yes,no,Unknown,21,may,1,0,no
41,others,married,1,no,54,yes,no,cellular,10,jul,1,0,no
29,business,single,2,no,1028,yes,no,Unknown,14,may,1,0,no
53,others,divorced,3,no,2272,yes,no,Unknown,14,may,1,0,no
40,others,married,2,no,0,no,yes,Unknown,26,jun,2,0,no
34,others,single,2,no,1261,yes,no,cellular,9,apr,2,0,no
31,others,single,1,no,485,no,yes,cellular,8,jul,2,0,no
60,others,married,1,no,17413,no,no,Unknown,9,jun,1,0,no
33,business,married,3,no,418,yes,no,cellular,21,nov,1,0,no
28,others,single,3,no,0,yes,no,cellular,15,apr,2,0,no
34,business,married,3,no,4859,no,no,cellular,20,aug,2,2,no
34,business,married,3,no,581,yes,no,Unknown,29,may,1,0,no
53,others,divorced,2,no,8112,yes,yes,cellular,15,apr,1,1,no
28,others,single,2,yes,-298,yes,no,Unknown,3,jun,7,0,no
49,business,married,3,no,271,yes,no,cellular,5,feb,6,0,no
56,others,married,2,no,64,no,no,cellular,19,aug,4,0,no
66,others,single,3,no,0,no,no,cellular,12,jan,1,2,no
30,others,married,2,no,2,yes,no,Unknown,15,may,1,0,no
34,others,single,2,no,2085,no,no,cellular,10,aug,3,2,yes
44,business,married,3,no,348,yes,yes,cellular,16,feb,2,0,yes
30,others,single,3,no,2017,yes,no,cellular,17,apr,5,0,no
51,others,married,3,no,7816,yes,no,Unknown,12,may,2,0,no
56,business,divorced,3,no,-59,no,yes,cellular,28,jul,6,0,no
34,others,divorced,2,no,2551,yes,yes,cellular,22,jul,2,0,no
28,others,single,3,no,844,no,no,cellular,16,apr,2,0,yes
60,business,married,3,no,3876,no,yes,cellular,5,aug,3,0,no
46,others,married,1,no,292,yes,no,cellular,20,apr,2,4,no
55,others,married,2,no,0,no,no,cellular,22,oct,1,1,no
47,others,married,2,no,-59,yes,yes,cellular,11,may,1,2,no
46,others,married,1,no,783,yes,no,cellular,4,aug,1,0,no
40,others,divorced,3,no,1077,no,no,cellular,19,nov,1,0,no
59,others,married,3,no,4589,no,no,cellular,18,nov,2,0,no
58,business,married,2,no,1112,yes,no,telephone,20,apr,3,0,no
59,others,married,2,no,116,no,no,cellular,12,aug,4,3,yes
30,business,single,3,no,55,no,no,cellular,21,aug,1,0,no
41,others,married,2,no,902,no,no,Unknown,16,jun,6,0,no
57,others,married,2,no,629,yes,no,Unknown,14,may,2,0,no
54,others,married,3,no,1510,no,no,telephone,5,jun,2,0,no
35,others,married,1,no,365,no,no,cellular,29,aug,2,0,no
41,business,married,3,no,472,yes,no,cellular,10,jul,1,0,no
42,business,divorced,2,no,527,no,yes,cellular,22,oct,1,1,yes
47,others,divorced,3,no,48,no,no,Unknown,27,may,2,0,no
51,others,single,2,no,0,yes,no,Unknown,5,may,2,0,no
27,others,married,3,no,276,no,no,Unknown,16,may,2,0,no
53,others,married,2,no,1103,no,no,cellular,22,jul,6,0,no
26,others,married,2,no,267,yes,no,cellular,28,jul,2,0,yes
58,others,married,2,no,-942,yes,no,cellular,17,nov,1,0,no
35,business,married,2,yes,0,yes,yes,cellular,18,nov,1,0,no
40,business,married,3,no,5010,no,no,cellular,17,nov,1,0,no
78,others,married,1,no,8556,no,no,telephone,21,apr,2,0,yes
38,others,married,1,no,-363,no,no,Unknown,12,jun,2,0,no
55,others,married,2,no,517,yes,yes,Unknown,19,may,4,0,no
24,business,single,2,no,-386,yes,no,cellular,5,may,1,0,no
38,business,divorced,3,no,4207,no,no,Unknown,5,jun,1,0,no
52,business,married,3,no,698,yes,no,cellular,11,jul,2,0,no
35,business,divorced,3,no,3751,yes,no,cellular,18,aug,2,2,no
31,business,married,2,no,1098,yes,no,Unknown,23,may,2,0,no
48,others,married,1,no,235,yes,no,Unknown,2,jun,4,0,no
42,business,married,3,no,295,yes,no,cellular,26,aug,3,0,no
46,business,single,3,no,625,no,no,cellular,28,jan,1,5,no
50,business,married,2,no,2910,no,no,telephone,29,jul,1,0,no
40,others,married,1,no,-66,yes,no,Unknown,6,may,1,0,no
40,business,single,3,no,-318,yes,yes,cellular,9,apr,1,0,no
48,others,married,1,no,-460,no,no,cellular,23,jul,1,0,no
31,others,single,3,no,703,yes,no,Unknown,8,may,2,0,yes
35,others,single,2,no,546,yes,no,cellular,13,may,2,0,no
52,others,divorced,1,no,111,yes,no,Unknown,12,may,2,0,no
30,others,single,3,no,6683,no,no,cellular,30,jan,1,0,no
58,others,married,1,no,73,no,no,Unknown,17,jun,1,0,no
49,business,married,3,no,0,no,no,cellular,29,aug,2,0,no
30,business,single,3,no,6392,yes,no,cellular,5,may,1,0,no
29,others,single,2,no,544,yes,no,Unknown,13,may,1,0,no
47,business,married,2,no,3070,no,no,cellular,7,aug,4,0,yes
31,business,single,3,no,83,no,no,cellular,4,aug,2,0,no
32,business,married,3,no,3387,yes,no,cellular,15,may,5,0,yes
40,others,single,3,no,431,no,no,cellular,7,jul,2,0,yes
49,others,married,3,no,2568,yes,no,cellular,10,jul,1,0,no
30,others,single,2,no,-143,yes,no,cellular,15,may,1,0,no
28,business,single,3,no,1996,yes,yes,Unknown,28,may,1,0,no
49,business,married,2,no,0,no,no,cellular,7,aug,2,0,no
45,others,single,2,no,955,no,no,Unknown,27,aug,1,0,no
36,business,married,2,no,90,no,no,Unknown,18,jun,3,0,no
52,others,married,3,no,43,no,no,cellular,30,jul,2,0,no
53,others,married,2,no,8605,no,no,cellular,29,jul,3,0,no
45,others,married,2,no,561,yes,no,Unknown,29,may,7,0,no
36,business,single,2,no,0,no,no,cellular,19,nov,3,0,no
35,others,married,2,no,2080,yes,no,telephone,14,apr,3,0,no
35,others,married,3,no,1629,no,no,cellular,25,jul,4,0,yes
34,business,divorced,2,no,1927,no,yes,cellular,18,jul,2,0,no
56,business,divorced,3,no,66721,no,no,cellular,8,aug,2,0,no
45,business,married,3,no,96,yes,no,cellular,20,nov,1,1,no
41,others,married,3,no,4,no,no,Unknown,6,may,2,0,no
39,others,single,3,no,172,yes,no,cellular,9,feb,2,2,yes
34,others,married,2,no,135,yes,no,cellular,18,nov,1,0,no
41,business,divorced,3,no,8106,no,no,cellular,19,nov,1,0,no
36,others,married,2,no,513,yes,no,Unknown,16,may,3,0,no
32,business,married,3,no,1667,yes,no,Unknown,23,may,3,0,no
57,others,married,1,no,1466,no,no,Unknown,20,jun,1,0,no
46,others,married,1,yes,575,no,no,cellular,6,aug,3,0,no
44,business,married,2,no,1423,yes,no,Unknown,13,may,4,0,no
35,others,married,2,no,1397,yes,no,cellular,28,jul,4,0,no
26,others,single,3,no,468,yes,no,cellular,14,may,2,1,no
58,business,married,2,no,2739,yes,no,cellular,30,jul,6,0,no
47,others,married,2,no,293,no,no,cellular,3,mar,1,0,yes
41,business,married,3,no,1065,yes,yes,Unknown,29,may,1,0,no
33,business,married,3,no,584,yes,no,cellular,25,aug,5,0,no
51,others,divorced,1,no,300,no,yes,cellular,5,feb,6,0,no
58,others,married,2,no,1859,yes,no,cellular,18,may,2,5,no
51,business,married,3,no,36,yes,no,Unknown,13,may,2,0,no
33,business,single,3,no,1,yes,no,cellular,8,may,1,0,no
56,others,married,2,no,1121,yes,no,Unknown,15,may,2,0,no
42,others,married,2,no,0,no,no,cellular,15,jul,4,0,no
31,business,single,3,no,533,no,no,cellular,11,feb,1,9,yes
46,others,married,1,no,201,yes,no,cellular,21,jul,1,0,no
47,others,divorced,1,no,603,yes,yes,cellular,8,may,1,0,yes
48,business,married,2,no,117,yes,no,cellular,16,apr,1,0,no
26,others,single,3,no,291,no,yes,cellular,8,jul,1,0,no
59,business,married,1,no,879,yes,no,cellular,30,jan,5,7,no
41,others,divorced,3,no,3465,yes,no,cellular,11,aug,4,0,no
48,others,married,2,no,543,yes,no,cellular,16,apr,1,1,no
29,others,married,3,no,356,yes,no,Unknown,4,jun,2,0,no
55,others,married,1,no,10,no,no,cellular,4,feb,3,0,no
30,others,single,2,no,2046,no,no,telephone,21,apr,3,1,yes
48,business,married,3,yes,0,no,yes,cellular,9,feb,8,0,no
48,others,married,2,no,264,no,no,cellular,6,feb,2,0,no
56,business,married,3,no,363,no,no,cellular,2,feb,1,0,no
34,business,single,3,no,454,no,no,cellular,14,aug,3,0,no
30,others,single,3,no,6619,yes,no,cellular,21,aug,8,0,no
27,others,single,2,no,677,no,yes,telephone,31,jul,8,0,no
30,others,single,2,no,348,yes,no,cellular,14,may,3,1,no
26,others,single,2,no,-224,yes,yes,Unknown,3,jun,1,0,no
40,business,divorced,2,no,-607,yes,no,cellular,8,may,2,2,no
49,business,single,2,no,61,yes,no,cellular,29,jan,2,1,no
36,business,married,3,no,162,yes,no,cellular,8,aug,2,0,no
26,others,single,3,no,249,yes,no,cellular,11,may,2,1,no
35,business,single,3,no,0,no,no,cellular,29,aug,2,0,no
35,others,single,2,no,361,no,no,Unknown,17,jun,1,0,no
35,business,single,3,no,612,no,no,cellular,11,nov,1,1,no
23,others,single,2,no,157,yes,no,Unknown,6,may,1,0,no
34,business,married,2,no,1651,no,no,cellular,4,feb,1,0,no
30,others,single,2,no,334,no,no,cellular,29,jan,2,0,no
37,others,married,1,no,190,yes,yes,Unknown,8,may,1,0,no
32,business,single,3,no,1010,no,no,cellular,7,aug,2,0,no
35,business,single,2,no,-32,no,yes,cellular,6,aug,2,9,yes
52,business,married,2,no,173,no,no,Unknown,23,may,5,0,no
31,others,single,2,no,2916,no,no,cellular,14,aug,2,0,no
37,others,married,2,no,3728,no,no,Unknown,20,jun,4,0,no
39,others,single,2,no,391,no,yes,cellular,30,jul,4,0,yes
30,business,married,3,no,1119,no,no,cellular,6,aug,7,0,no
35,business,married,3,no,175,yes,no,cellular,7,aug,2,0,no
31,business,single,3,no,1836,yes,no,cellular,12,aug,2,0,no
39,others,married,2,no,10005,yes,no,cellular,31,jul,4,0,no
34,business,single,2,no,892,yes,no,cellular,21,nov,2,1,no
47,others,married,3,no,917,no,no,cellular,6,feb,3,5,no
47,others,married,1,no,2466,yes,no,Unknown,13,may,2,0,no
30,business,single,3,no,4319,yes,no,cellular,19,nov,1,0,no
25,others,single,2,no,14657,yes,no,cellular,12,may,3,0,no
32,others,single,2,no,1670,yes,no,cellular,18,may,1,0,no
32,others,single,2,no,2093,no,no,cellular,24,sep,2,1,yes
35,business,married,3,no,16,no,no,cellular,19,nov,1,0,no
62,others,married,3,no,2557,yes,no,cellular,14,sep,1,7,yes
45,others,married,1,no,185,no,no,cellular,25,aug,4,0,no
41,others,single,2,no,295,no,no,cellular,29,jul,1,0,no
30,others,married,2,no,239,yes,no,cellular,18,aug,8,0,no
36,others,married,3,no,107,yes,no,Unknown,6,may,1,0,no
43,business,single,2,no,386,no,no,cellular,12,jul,3,1,yes
46,others,married,1,no,269,no,no,cellular,8,aug,5,0,no
55,business,married,2,no,27624,no,no,telephone,3,jun,1,0,yes
59,others,divorced,3,no,3331,yes,no,cellular,24,jul,3,0,no
50,others,married,2,no,3149,yes,no,cellular,19,nov,1,1,no
31,business,single,3,no,1454,no,no,cellular,17,nov,1,0,no
51,business,single,3,no,0,yes,no,telephone,29,jan,1,2,no
37,others,married,2,no,-83,yes,no,cellular,18,may,4,0,no
35,business,married,3,no,1550,yes,no,Unknown,29,may,2,0,no
54,others,married,2,no,658,no,no,cellular,12,aug,4,0,no
57,business,married,2,no,0,no,no,cellular,30,sep,1,0,no
36,business,single,3,no,13315,no,no,cellular,28,jul,8,0,no
30,others,married,2,no,-95,yes,yes,Unknown,26,may,3,0,no
41,others,single,3,no,1646,yes,no,cellular,5,aug,3,8,yes
41,others,married,1,no,7735,yes,no,Unknown,14,may,1,0,no
57,others,married,1,no,243,no,no,cellular,8,aug,4,0,no
57,others,divorced,2,no,285,no,no,cellular,4,feb,2,0,no
36,business,single,2,no,245,yes,no,cellular,6,may,1,0,no
37,others,married,2,no,194,yes,no,Unknown,12,may,7,0,no
41,others,married,2,no,440,yes,no,cellular,5,may,1,2,no
33,business,married,2,no,4012,no,yes,cellular,28,jan,1,4,no
34,business,married,3,no,0,yes,no,telephone,4,nov,1,0,no
46,others,divorced,2,no,4329,no,no,cellular,21,nov,2,0,yes
38,business,divorced,2,no,1314,no,no,cellular,29,aug,2,0,no
47,others,divorced,1,no,556,yes,no,Unknown,14,may,4,0,no
31,others,single,2,no,501,yes,no,cellular,9,apr,1,0,no
34,business,married,3,no,0,no,no,cellular,30,jul,1,2,yes
32,business,married,2,no,4764,no,no,telephone,21,nov,2,0,no
36,others,married,2,no,462,no,no,cellular,31,jul,2,0,no
35,business,single,2,no,1537,yes,no,cellular,5,may,5,0,no
27,others,single,2,no,49,yes,no,cellular,30,jan,2,0,no
22,business,single,3,no,897,yes,no,cellular,4,may,4,4,no
58,others,single,2,no,1430,yes,no,cellular,20,apr,6,5,no
39,others,married,2,no,54,yes,no,cellular,10,jul,1,0,no
45,others,married,2,no,-33,no,no,cellular,28,jan,3,0,no
51,business,married,3,no,812,no,no,telephone,2,jul,3,0,no
44,others,divorced,2,no,206,yes,no,cellular,14,may,1,1,no
32,others,divorced,3,no,3271,no,no,cellular,12,aug,1,3,no
37,others,married,1,no,2939,yes,no,cellular,4,may,3,0,no
54,business,married,3,no,122,yes,no,cellular,22,jul,3,0,no
34,others,married,2,no,1270,yes,no,Unknown,21,may,3,0,no
34,others,married,1,no,7673,yes,no,cellular,18,nov,1,0,no
47,others,married,2,no,802,yes,yes,cellular,12,may,2,0,yes
30,business,married,1,no,386,yes,no,cellular,15,may,4,0,no
55,business,single,3,no,1097,no,no,telephone,18,aug,2,0,no
47,others,married,1,no,881,yes,no,cellular,14,may,1,2,no
30,business,married,3,no,1235,yes,no,cellular,28,jul,3,0,no
33,others,married,2,no,932,yes,no,Unknown,21,may,1,0,no
45,others,married,1,no,345,yes,no,telephone,14,may,3,0,no
37,others,divorced,2,no,566,yes,no,cellular,6,aug,2,0,no
26,others,single,3,no,172,no,yes,telephone,4,nov,1,4,no
34,others,married,2,no,0,no,no,Unknown,6,may,1,0,no
55,business,married,3,no,655,no,no,cellular,28,jul,6,0,no
45,business,married,3,no,212,no,no,cellular,21,apr,2,0,yes
35,business,married,2,no,2074,yes,no,Unknown,5,jun,7,0,no
36,business,married,3,no,222,yes,no,cellular,6,may,1,2,no
59,others,single,2,no,2303,no,yes,telephone,30,jul,2,0,no
43,business,single,3,no,483,no,no,cellular,19,aug,6,0,yes
42,others,married,1,no,2273,yes,no,cellular,29,jul,2,0,no
49,others,married,1,no,0,yes,no,cellular,21,nov,2,1,no
42,business,married,2,no,874,yes,no,cellular,7,may,1,2,no
35,others,married,2,no,4822,yes,no,Unknown,20,may,2,0,yes
39,others,divorced,2,no,688,yes,yes,cellular,1,apr,2,1,no
32,others,single,2,no,6710,no,no,cellular,21,nov,1,0,no
32,business,divorced,3,no,1486,yes,no,cellular,21,jul,2,0,no
59,others,married,2,no,0,no,no,cellular,28,aug,7,0,no
22,others,single,3,no,691,no,no,cellular,30,nov,5,1,yes
59,others,married,2,no,0,no,no,telephone,3,feb,1,4,no
31,others,single,2,no,125,no,no,cellular,22,aug,2,0,no
32,others,single,3,no,1849,yes,no,cellular,7,may,1,0,no
47,others,married,3,no,1127,no,no,cellular,11,aug,6,0,no
49,business,married,3,yes,10,yes,no,cellular,21,nov,1,0,no
39,business,married,3,no,53,yes,no,cellular,29,oct,1,0,no
30,business,single,2,no,154,yes,no,cellular,21,nov,2,0,no
32,others,married,2,no,413,yes,no,telephone,13,may,1,1,no
55,others,married,2,no,1989,no,no,cellular,28,apr,2,0,no
42,others,single,3,no,1225,no,no,cellular,18,aug,3,0,no
35,business,single,3,yes,793,no,yes,cellular,8,jul,1,0,no
46,others,married,1,no,2473,no,no,cellular,4,aug,3,0,no
30,business,single,2,no,3259,yes,no,cellular,23,jul,1,0,no
50,business,married,2,no,78,no,no,telephone,4,jun,1,0,no
47,business,married,3,no,8118,no,no,cellular,3,feb,3,0,no
51,others,married,2,no,125,yes,no,Unknown,8,may,2,0,no
39,others,married,2,no,0,yes,yes,Unknown,21,may,3,0,no
32,others,married,2,no,0,yes,no,cellular,8,may,2,0,no
33,others,single,1,no,837,yes,no,Unknown,27,jun,8,0,no
52,others,married,3,no,2289,yes,yes,cellular,21,nov,1,0,no
34,others,married,3,no,0,no,no,cellular,28,jul,5,0,no
43,others,divorced,2,no,4094,yes,no,cellular,21,nov,1,0,no
38,others,single,2,no,9610,yes,no,cellular,16,apr,2,0,no
29,business,single,2,no,3794,no,no,cellular,30,apr,1,0,no
53,others,married,2,no,1139,yes,no,cellular,18,nov,1,6,no
24,others,married,2,no,94,yes,no,Unknown,12,may,2,0,no
30,others,single,3,no,2766,no,no,cellular,21,nov,1,0,yes
32,others,single,3,no,5514,no,no,cellular,22,apr,1,1,yes
37,others,married,2,no,0,yes,yes,cellular,31,jul,2,0,no
34,others,single,2,no,649,no,no,cellular,7,aug,3,0,no
38,others,single,3,no,1727,no,no,telephone,28,oct,2,0,no
41,others,single,3,no,15302,no,no,cellular,19,aug,4,0,no
51,others,married,1,no,863,no,no,cellular,19,nov,1,2,no
41,others,married,3,no,-15,yes,no,cellular,6,may,1,0,no
31,business,single,2,no,862,yes,no,cellular,15,may,2,0,no
32,others,married,2,no,580,yes,no,cellular,18,may,4,2,no
44,others,married,2,no,317,yes,yes,Unknown,1,jun,1,0,no
41,others,married,1,no,3803,yes,no,cellular,20,nov,3,0,no
60,others,married,1,no,1216,no,no,cellular,28,jan,1,0,no
35,others,married,2,no,2789,yes,no,cellular,4,sep,2,1,no
25,others,single,2,no,1966,yes,no,Unknown,28,may,1,0,no
47,others,married,1,no,2559,no,no,Unknown,20,jun,1,0,no
35,business,divorced,3,no,500,yes,no,cellular,5,feb,1,1,no
40,others,single,2,no,-239,no,no,cellular,13,aug,2,0,no
41,others,married,3,no,515,no,no,cellular,5,aug,2,0,yes
51,others,married,2,no,7225,no,no,cellular,29,jul,2,0,no
55,business,married,3,no,36,no,yes,cellular,22,jul,3,0,no
43,others,single,1,no,181,yes,no,cellular,7,may,1,2,no
53,others,married,2,no,4380,no,no,telephone,19,aug,7,0,no
42,business,married,2,no,215,yes,yes,cellular,21,nov,1,0,no
39,others,married,1,no,2715,yes,no,Unknown,2,jun,3,0,no
31,others,married,2,no,66,no,no,Unknown,27,may,1,0,no
49,others,single,1,no,2623,yes,no,Unknown,15,may,2,0,no
29,business,single,3,no,985,yes,no,cellular,23,jul,2,0,yes
31,others,single,3,no,4951,no,no,cellular,17,sep,3,3,yes
54,business,married,3,no,153,no,no,cellular,12,aug,5,0,no
57,business,married,2,no,-967,yes,no,telephone,15,may,7,0,no
52,others,married,2,no,416,yes,no,cellular,2,feb,2,0,no
31,others,married,2,no,41,yes,no,Unknown,19,may,1,0,no
52,others,married,2,no,-9,no,no,Unknown,9,jun,1,0,no
26,others,single,2,no,199,yes,yes,Unknown,12,may,1,0,no
37,others,single,2,no,54,yes,no,cellular,10,jul,1,0,no
30,others,single,3,no,-241,yes,no,Unknown,28,may,1,0,no
45,business,married,2,no,644,no,yes,telephone,22,jul,1,0,no
33,others,single,2,no,555,no,yes,cellular,4,jul,2,0,no
48,others,married,3,no,2,no,no,cellular,3,feb,5,3,no
34,business,married,2,no,764,no,no,cellular,9,feb,2,0,no
38,business,married,3,no,465,yes,yes,cellular,15,jul,4,0,no
44,others,divorced,2,no,424,yes,no,Unknown,6,may,1,0,no
44,business,married,2,no,38,yes,no,Unknown,15,may,2,0,no
37,business,married,1,no,22856,no,no,cellular,2,jul,1,1,no
39,business,divorced,2,no,284,yes,yes,cellular,16,apr,1,0,no
32,others,single,2,no,2321,no,no,cellular,30,mar,2,0,no
41,business,married,3,no,-29,no,no,cellular,29,jan,2,2,no
36,business,divorced,2,no,0,yes,no,Unknown,7,may,2,0,no
32,others,single,2,no,0,no,no,cellular,26,aug,2,0,no
50,business,married,3,no,2629,yes,no,telephone,15,jul,4,0,no
47,business,married,3,no,2518,yes,yes,cellular,21,nov,1,1,no
31,business,single,3,no,2137,no,no,cellular,6,feb,1,0,no
60,others,married,1,no,864,no,no,telephone,22,aug,4,0,no
26,others,single,1,no,102,yes,no,Unknown,16,may,1,0,no
32,business,single,3,no,395,yes,no,Unknown,6,may,3,0,no
43,others,married,2,no,618,no,no,Unknown,17,jun,4,0,no
33,others,single,2,no,49,no,no,Unknown,21,may,1,0,no
44,business,married,2,no,187,yes,no,Unknown,7,may,1,0,no
39,business,married,3,no,198,yes,no,Unknown,19,may,8,0,no
22,others,single,2,no,104,yes,no,cellular,17,apr,1,1,no
47,others,married,1,no,124,no,no,cellular,7,aug,2,0,no
49,others,married,2,no,1712,yes,no,cellular,30,jul,3,0,no
47,others,married,2,no,-75,yes,no,cellular,4,feb,1,1,no
58,business,married,3,yes,0,no,yes,cellular,25,jul,4,0,no
40,others,single,3,no,7968,no,no,cellular,3,sep,1,1,yes
45,business,married,3,no,2724,no,no,cellular,28,jun,2,1,yes
55,others,divorced,3,no,1218,no,yes,Unknown,5,jun,1,0,no
60,others,married,3,no,2769,no,no,cellular,13,aug,2,0,no
53,others,married,3,no,0,no,no,cellular,21,aug,2,0,no
42,business,single,2,no,664,yes,no,cellular,13,may,1,0,no
38,others,single,2,no,373,yes,no,cellular,11,jul,1,0,no
48,others,married,1,no,4,yes,no,Unknown,8,may,1,0,no
56,business,married,3,no,1483,no,no,cellular,6,aug,4,0,no
29,others,single,2,no,783,yes,no,Unknown,13,may,1,0,no
51,business,married,3,no,4,yes,no,cellular,21,nov,2,0,no
55,business,married,3,no,41923,no,no,cellular,6,aug,3,0,no
76,others,married,1,no,2632,no,no,cellular,28,aug,2,0,no
30,others,single,2,no,648,yes,yes,Unknown,8,may,1,0,no
39,business,married,2,no,9618,yes,no,cellular,13,may,2,1,no
38,others,married,1,no,1807,no,no,Unknown,7,may,3,0,no
37,business,single,3,no,584,yes,no,telephone,13,may,1,0,no
43,others,single,1,no,140,no,yes,telephone,9,jul,1,0,no
19,others,single,1,no,1247,no,no,cellular,23,apr,1,0,no
25,others,single,2,no,218,yes,yes,cellular,28,jul,4,0,no
31,business,single,3,no,23,yes,no,cellular,7,may,1,0,no
41,business,married,1,no,236,yes,no,Unknown,5,may,1,0,no
52,business,married,2,no,1933,yes,no,Unknown,21,may,4,0,no
32,others,married,2,no,-32,yes,no,cellular,12,may,1,0,no
21,others,single,2,no,64,yes,no,cellular,7,may,1,0,no
21,others,single,2,no,200,no,no,Unknown,1,jun,1,0,no
59,others,divorced,2,no,7469,no,no,cellular,15,oct,1,0,no
43,others,married,1,no,361,yes,no,cellular,8,may,2,0,no
45,others,married,2,no,-36,yes,yes,Unknown,28,may,4,0,no
34,others,married,3,no,0,no,no,cellular,20,aug,2,0,no
25,others,single,2,no,-371,yes,no,cellular,18,may,2,3,no
48,others,married,1,no,214,yes,yes,cellular,18,nov,1,1,no
28,business,single,3,no,313,no,yes,cellular,23,sep,1,6,no
41,others,married,2,no,81,yes,no,cellular,11,may,1,0,no
38,others,married,2,no,8094,no,no,cellular,22,may,7,0,no
39,others,married,2,no,10189,yes,no,cellular,18,nov,2,2,no
56,business,married,3,no,0,yes,no,telephone,5,may,2,0,no
59,others,married,2,no,5744,no,no,Unknown,18,jun,1,0,no
37,others,married,2,no,195,yes,no,cellular,18,nov,1,2,no
54,business,divorced,2,no,-288,yes,no,Unknown,27,may,2,0,no
47,others,married,2,no,0,yes,no,cellular,17,dec,1,2,no
49,business,married,3,no,384,no,no,Unknown,11,jun,1,0,no
29,others,single,3,no,814,no,no,Unknown,13,aug,1,0,yes
50,others,married,1,no,167,no,no,cellular,19,nov,1,0,no
35,others,married,2,no,2251,no,no,cellular,19,aug,8,0,no
33,others,married,2,no,260,yes,no,cellular,31,mar,1,0,no
19,others,single,1,no,103,no,no,cellular,10,jul,2,0,yes
27,others,single,2,no,598,yes,no,cellular,18,may,2,0,no
53,business,divorced,3,no,5187,no,yes,cellular,17,nov,2,0,no
36,others,married,2,no,338,no,no,Unknown,14,may,1,0,no
45,others,married,2,no,3460,no,no,cellular,27,aug,4,0,no
32,business,married,2,no,187,no,yes,Unknown,27,jun,3,0,no
